seed,channel,calibrated,parameter,truth,posterior_mean,posterior_sd,q025,q975,relative_bias,covered_95,covered_50,interval_width_95,max_r_hat,min_ess_bulk,divergences,divergence_rate,seconds
6,social,True,slope,1.4,1.4739852791003687,0.40810011733010415,0.8461060310258502,2.453135330076551,0.05284662792883485,True,True,1.607029299050701,1.02,197.0,17,0.017,159.14993405342102
6,social,True,decay,0.45,0.44081441084217365,0.08037456305453548,0.27164871321659817,0.5872873483231901,-0.020412420350725238,True,True,0.3156386351065919,1.02,197.0,17,0.017,159.14993405342102
6,video,False,roas,1.5793319674197783,2.2082834270693747,0.7474249232515786,1.0394614828165076,3.953649978683778,0.39823892166074565,True,False,2.91418849586727,1.02,197.0,17,0.017,159.14993405342102
6,video,False,half_saturation,1.7176532028253988,1.9864005623808174,1.0087886320317516,0.824646986306575,4.461793455485077,0.15646194418835607,True,True,3.6371464691785023,1.02,197.0,17,0.017,159.14993405342102
6,video,False,beta,0.12984266690778332,0.1747507108309307,0.04791279283417923,0.10064595451646771,0.2812711059883951,0.34586507650094633,True,False,0.1806251514719274,1.02,197.0,17,0.017,159.14993405342102
6,video,False,slope,1.8,1.3994816876680425,0.3963219563348014,0.8105700028050157,2.421246253228901,-0.2225101735177542,True,False,1.6106762504238854,1.02,197.0,17,0.017,159.14993405342102
6,video,False,decay,0.65,0.5951335382165603,0.06948990871063186,0.4420836090699144,0.7150550853843161,-0.08440994120529181,True,False,0.27297147631440166,1.02,197.0,17,0.017,159.14993405342102
6,tv,False,roas,1.0740911789890981,1.8047911610093401,0.45653011253366366,1.1738329833619723,2.9262988468458873,0.6802960459166554,False,False,1.752465863483915,1.02,197.0,17,0.017,159.14993405342102
6,tv,False,half_saturation,4.280612333911604,3.1917757770535253,1.1782343771872352,1.656996121325824,6.113398046268042,-0.2543646730707578,True,False,4.456401924942218,1.02,197.0,17,0.017,159.14993405342102
6,tv,False,beta,0.1548124105438955,0.17604181518538972,0.03953090892729967,0.11694261911292902,0.268032302500925,0.13712986295420315,True,True,0.151089683387996,1.02,197.0,17,0.017,159.14993405342102
6,tv,False,slope,2.0,1.440609567200282,0.3515356385593556,0.8754575150574985,2.259029889471344,-0.27969521639985895,True,False,1.3835723744138457,1.02,197.0,17,0.017,159.14993405342102
6,email,False,roas,4.2976220451533695,2.2037400988042526,2.2554170091933536,0.14781410533999292,7.982272127058149,-0.4872187280197164,True,False,7.834458021718156,1.02,197.0,17,0.017,159.14993405342102
6,email,False,half_saturation,1.2099600019582593,5.9973864623082696,4.883382193389717,0.42571330807622515,17.447101820036337,3.9566815866655114,True,False,17.02138851196011,1.02,197.0,17,0.017,159.14993405342102
6,email,False,beta,0.047442512908613135,0.09712031974164743,0.07002526784202155,0.011389336488430771,0.24886922859174546,1.0471158416234598,True,True,0.2374798921033147,1.02,197.0,17,0.017,159.14993405342102
6,email,False,slope,1.0,1.483334296153686,0.6051922831657831,0.6040215217400585,2.8131747550486828,0.48333429615368595,True,False,2.209153233308624,1.02,197.0,17,0.017,159.14993405342102
6,email,False,decay,0.3,0.35389457816651065,0.1815593643868661,0.06448051901921191,0.7617222458857204,0.1796485938883689,True,True,0.6972417268665084,1.02,197.0,17,0.017,159.14993405342102
7,search,True,roas,2.3255291504453273,2.1265403690595135,0.41780393527820775,1.318393324702149,2.9656794624142275,-0.08556709828716119,True,True,1.6472861377120784,1.01,317.0,2,0.002,146.74764895439148
7,search,True,half_saturation,1.267807254822548,1.2853939487667492,0.4270613468124402,0.8311741849418846,2.5575544664769554,0.013871741053148225,True,True,1.7263802815350708,1.01,317.0,2,0.002,146.74764895439148
7,search,True,beta,0.25772744856546664,0.23449413430716323,0.04642594998912772,0.16140519790141408,0.34639295298654094,-0.09014683685273747,True,True,0.18498775508512685,1.01,317.0,2,0.002,146.74764895439148
7,search,True,slope,1.1,1.4265635739160785,0.33685552424319043,0.8475589904799496,2.1363563502690934,0.29687597628734397,True,False,1.2887973597891438,1.01,317.0,2,0.002,146.74764895439148
7,search,True,decay,0.15,0.2369441994618533,0.07474346330120728,0.09820853434360648,0.3951103814317832,0.5796279964123554,True,False,0.2969018470881767,1.01,317.0,2,0.002,146.74764895439148
7,social,True,roas,1.8418954377340806,1.8631531318244765,0.2791524384159896,1.3092985170923916,2.3925088121506453,0.011541205681331915,True,True,1.0832102950582536,1.01,317.0,2,0.002,146.74764895439148
7,social,True,half_saturation,1.2070944399269075,1.5554636954530918,0.6141246228925892,0.9574824150704687,3.148132681533158,0.2886014913193362,True,True,2.190650266462689,1.01,317.0,2,0.002,146.74764895439148
7,social,True,beta,0.18833928933630256,0.21548803289601334,0.04495978107258567,0.14908688583909024,0.3205165775659796,0.14414806201818792,True,True,0.17142969172688938,1.01,317.0,2,0.002,146.74764895439148
7,social,True,slope,1.4,1.3658383797603795,0.298285951935475,0.8798798346369499,2.041363346563699,-0.0244011573140146,True,True,1.1614835119267493,1.01,317.0,2,0.002,146.74764895439148
7,social,True,decay,0.45,0.48577718322213376,0.0643306179554129,0.35640148234026264,0.6031230749581664,0.07950485160474166,True,True,0.24672159261790377,1.01,317.0,2,0.002,146.74764895439148
7,video,False,roas,1.5847359215171395,1.6584759558423512,0.6383501411087468,0.7767680310239093,3.185422715000245,0.046531433612369326,True,True,2.408654683976336,1.01,317.0,2,0.002,146.74764895439148
7,video,False,half_saturation,1.710998260274792,2.5571145509159607,1.3442406288457553,0.9715669915392245,5.578217978680196,0.494516160703331,True,True,4.606650987140972,1.01,317.0,2,0.002,146.74764895439148
7,video,False,beta,0.12886372428273332,0.15795507055188268,0.04864297675910295,0.085509274668011,0.2766787516555372,0.22575279762457837,True,True,0.19116947698752618,1.01,317.0,2,0.002,146.74764895439148
7,video,False,slope,1.8,1.398543671896857,0.4223314162977203,0.7851345112523576,2.383459532251306,-0.22303129339063507,True,False,1.5983250209989484,1.01,317.0,2,0.002,146.74764895439148
7,video,False,decay,0.65,0.6560803959829513,0.06468605223632967,0.5101984853464854,0.7658993487841689,0.009354455358386603,True,True,0.2557008634376835,1.01,317.0,2,0.002,146.74764895439148
7,tv,False,roas,1.135680262155725,1.674693589429325,0.328698782410586,1.205039354503045,2.4378360998862507,0.4746171481843454,False,False,1.2327967453832058,1.01,317.0,2,0.002,146.74764895439148
7,tv,False,half_saturation,3.768828544638475,3.0707027103105813,1.0354498982418439,1.7638749737996664,5.6227491994526675,-0.18523682519891901,True,False,3.8588742256530013,1.01,317.0,2,0.002,146.74764895439148
7,tv,False,beta,0.15364520972172052,0.17657496642310905,0.04333603317372849,0.11125768067940062,0.2802734396337471,0.14923834425374208,True,True,0.1690157589543465,1.01,317.0,2,0.002,146.74764895439148
7,tv,False,slope,2.0,1.5859316256827916,0.4549437956405048,0.9644287950823224,2.7087804409039875,-0.20703418715860422,True,False,1.744351645821665,1.01,317.0,2,0.002,146.74764895439148
7,email,False,roas,4.323644948860499,6.802899669161834,4.47598053617403,0.7339287162272559,17.032746198735758,0.5734177411942082,True,True,16.298817482508504,1.01,317.0,2,0.002,146.74764895439148
7,email,False,half_saturation,1.2179744624068998,3.0440061564854433,3.3131081824504256,0.374227635990773,12.595369720332819,1.499236437576886,True,True,12.221142084342047,1.01,317.0,2,0.002,146.74764895439148
7,email,False,beta,0.04708482233407564,0.10364646504831844,0.052527423272187304,0.0269479542019251,0.21664069826411306,1.2012712358332234,True,False,0.18969274406218795,1.01,317.0,2,0.002,146.74764895439148
7,email,False,slope,1.0,1.210812820193575,0.45518637973283244,0.5669635519754205,2.28393174991051,0.21081282019357506,True,True,1.7169681979350897,1.01,317.0,2,0.002,146.74764895439148
7,email,False,decay,0.3,0.48961910077337006,0.16805825182181228,0.16719731803059407,0.7893727065027261,0.6320636692445669,True,False,0.6221753884721319,1.01,317.0,2,0.002,146.74764895439148
8,search,True,roas,2.4277317406820424,2.68601673562101,0.4128164258190702,1.9102588904115727,3.5036362687699945,0.10638942952832395,True,True,1.5933773783584217,1.02,311.0,90,0.09,145.95797896385193
