seed,channel,calibrated,parameter,truth,posterior_mean,posterior_median,posterior_sd,q025,q975,relative_bias,relative_bias_median,covered_95,covered_50,interval_width_95,max_r_hat,min_ess_bulk,divergences,divergence_rate,seconds
8,tv,False,slope,2.0,1.5645565175614775,1.5112165295029918,0.38632128453567655,0.9849408796943595,2.4093967828970015,-0.21772174121926124,-0.2443917352485041,True,False,1.424455903202642,1.01,494.0,96,0.096,49.975560903549194
8,email,False,roas,4.177888100070802,2.033786876703183,1.760336530311397,1.237477608897334,0.49205685326897997,5.28765082427081,-0.5132021662646453,-0.5786539782428435,True,False,4.79559397100183,1.01,494.0,96,0.096,49.975560903549194
8,email,False,half_saturation,1.1839814293269217,2.1025134186160668,1.7011660069088526,1.6665745922284259,0.4351222303744598,6.007163644079599,0.7757993212877661,0.4368181499907001,True,True,5.572041413705139,1.01,494.0,96,0.096,49.975560903549194
8,email,False,beta,0.04730501668575489,0.03956318601966271,0.028584514383598107,0.13969501110951577,0.0063015962729014415,0.10478076252209287,-0.16365770923453668,-0.3957403170686154,True,False,0.09847916624919142,1.01,494.0,96,0.096,49.975560903549194
8,email,False,slope,1.0,1.3745353357235668,1.3211090940366588,0.4382224005001499,0.7119415802303094,2.4898018253236613,0.3745353357235668,0.32110909403665877,True,False,1.7778602450933518,1.01,494.0,96,0.096,49.975560903549194
8,email,False,decay,0.3,0.4069016615095898,0.4024965253755812,0.20858159857396133,0.06975585144445036,0.8019498880308836,0.35633887169863265,0.34165508458527083,True,True,0.7321940365864332,1.01,494.0,96,0.096,49.975560903549194
9,search,False,roas,2.3118367679224465,1.9580886607202201,1.8633001021506266,0.631994327758765,0.9955690807424206,3.4683730813380143,-0.15301603993439614,-0.19401744621221748,True,False,2.472804000595594,1.01,404.0,5,0.005,53.86966896057129
9,search,False,half_saturation,1.2237350802432936,1.5136579528177554,1.377946069325231,0.6900426243419125,0.7454845127610431,3.432579765364639,0.23691636960903464,0.12601664491899536,True,True,2.6870952526035956,1.01,404.0,5,0.005,53.86966896057129
9,search,False,beta,0.26255564947530746,0.24501393841671848,0.23855968218671153,0.06189049164315377,0.14971161543433784,0.3806515446861112,-0.06681140205379098,-0.09139383340845872,True,True,0.23093992925177334,1.01,404.0,5,0.005,53.86966896057129
9,search,False,slope,1.1,1.3132610253903478,1.2517361985996014,0.35464471392706337,0.7894674758231498,2.132493624751908,0.19387365944577067,0.13794199872691026,True,True,1.3430261489287583,1.01,404.0,5,0.005,53.86966896057129
